locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
PA3233,,1,405,NE,Non
PA3234,,1,405,NE,Non
PA3235,,1,405,NE,Non
PA3236,,1,405,NE,Non
"PA3237,,2,""405,421"",""NE,E"",Conditional"
PA3238,,1,405,NE,Non
PA3239,,1,405,NE,Non
PA3240,,1,405,NE,Non
PA3241,,1,405,NE,Non
PA3242,,1,405,NE,Non
PA3243,minC,1,405,NE,Non
PA3244,minD,1,405,NE,Non
PA3245,minE,1,405,NE,Non
PA3246,rluA,1,405,NE,Non
PA3247,,1,405,NE,Non
PA3248,,1,405,NE,Non
PA3249,,1,405,NE,Non
PA3250,,1,405,NE,Non
PA3251,,1,405,NE,Non
PA3252,,1,405,NE,Non
PA3253,,1,405,NE,Non
PA3254,,1,405,NE,Non
PA3255,,1,405,NE,Non
PA3256,,1,405,NE,Non
PA3257,prc,1,405,NE,Non
PA3258,,1,405,NE,Non
PA3259,,1,405,NE,Non
PA3260,,1,405,NE,Non
PA3261,,1,405,NE,Non
PA3262,,1,405,NE,Non
PA3263,,1,405,NE,Non
PA3264,,1,405,NE,Non
PA3265,,1,405,NE,Non
PA3266,capB,1,405,NE,Non
PA3267,,1,405,NE,Non
PA3268,,1,405,NE,Non
PA3269,,1,405,NE,Non
PA3270,,1,405,NE,Non
PA3271,,1,405,NE,Non
PA3272,,1,405,NE,Non
PA3273,,1,405,NE,Non
PA3274,,1,405,NE,Non
PA3275,,1,405,NE,Non
PA3276,,1,405,NE,Non
PA3277,,1,405,NE,Non
PA3278,,1,405,NE,Non
PA3279,oprP,1,405,NE,Non
PA3280,oprO,1,405,NE,Non
PA3281,,1,405,NE,Non
PA3282,,1,405,NE,Non
PA3283,,1,405,NE,Non
PA3284,,1,405,NE,Non
PA3285,,1,405,NE,Non
PA3286,,1,405,NE,Non
PA3287,,1,405,NE,Non
PA3288,,1,405,NE,Non
PA3289,,1,405,NE,Non
PA3290,,1,405,NE,Non
PA3291,,1,405,NE,Non
PA3292,,1,405,NE,Non
PA3293,,1,405,NE,Non
PA3294,,1,405,NE,Non
PA3295,,1,405,NE,Non
PA3296,phoA,1,405,NE,Non
PA3297,,1,405,NE,Non
PA3298,,1,405,NE,Non
PA3299,fadD1,1,405,NE,Non
PA3300,fadD2,1,405,NE,Non
PA3301,,1,405,NE,Non
PA3302,,1,405,NE,Non
PA3303,,1,405,NE,Non
PA3304,,1,405,NE,Non
PA3304.1,,1,405,NE,Non
PA3305,,1,405,NE,Non
PA3305.1,phrS,1,405,NE,Non
PA3306,,1,405,NE,Non
PA3307,,1,405,NE,Non
PA3308,hepA,1,405,NE,Non
PA3309,,1,405,NE,Non
PA3310,,1,405,NE,Non
PA3311,,1,405,NE,Non
PA3312,,1,405,NE,Non
PA3313,,1,405,NE,Non
PA3314,,1,405,NE,Non
PA3315,,1,405,NE,Non
PA3316,,1,405,NE,Non
PA3317,,1,405,NE,Non
PA3318,,1,405,NE,Non
PA3319,plcN,1,405,NE,Non
PA3320,,1,405,NE,Non
PA3321,,1,405,NE,Non
PA3322,,1,405,NE,Non
PA3323,,1,405,NE,Non
PA3324,,1,405,NE,Non
PA3325,,1,405,NE,Non
PA3326,,1,405,NE,Non
PA3327,,1,405,NE,Non
PA3328,,1,405,NE,Non
PA3329,,1,405,NE,Non
PA3330,,1,405,NE,Non
PA3331,,1,405,NE,Non
PA3332,,1,405,NE,Non
PA3333,fabH2,1,405,NE,Non
PA3334,,1,405,NE,Non
PA3335,,1,405,NE,Non
PA3336,,1,405,NE,Non
PA3337,rfaD,1,405,NE,Non
PA3338,,1,405,NE,Non
PA3339,plpD,1,405,NE,Non
PA3340,,1,405,NE,Non
PA3341,,1,405,NE,Non
PA3342,,1,405,NE,Non
PA3343,,1,405,NE,Non
PA3344,recQ,1,405,NE,Non
PA3345,,1,405,NE,Non
PA3346,,1,405,NE,Non
PA3347,,1,405,NE,Non
PA3348,,1,405,NE,Non
PA3349,,1,405,NE,Non
PA3350,,1,405,NE,Non
PA3351,flgM,1,405,NE,Non
PA3352,,1,405,NE,Non
PA3353,,1,405,NE,Non
PA3354,,1,405,NE,Non
PA3355,,1,405,NE,Non
PA3356,,1,405,NE,Non
PA3357,dsdA,1,405,NE,Non
PA3358,,1,405,NE,Non
PA3359,,1,405,NE,Non
PA3360,,1,405,NE,Non
PA3361,lecB,1,405,NE,Non
PA3362,,1,405,NE,Non
PA3363,amiR,1,405,NE,Non
PA3364,amiC,1,405,NE,Non
PA3365,,1,405,NE,Non
PA3366,amiE,1,405,NE,Non
PA3366.1,amiL,1,405,NE,Non
PA3367,,1,405,NE,Non
PA3368,,1,405,NE,Non
PA3369,,1,405,NE,Non
PA3370,,1,405,NE,Non
PA3371,,1,405,NE,Non
PA3372,,1,405,NE,Non
PA3373,,1,405,NE,Non
PA3374,,1,405,NE,Non
PA3375,,1,405,NE,Non
PA3376,,1,405,NE,Non
PA3377,,1,405,NE,Non
PA3378,,1,405,NE,Non
PA3379,,1,405,NE,Non
PA3380,,1,405,NE,Non
PA3381,,1,405,NE,Non
PA3382,phnE,1,405,NE,Non
PA3383,,1,405,NE,Non
PA3384,phnC,1,405,NE,Non
PA3385,amrZ,1,405,NE,Non
PA3386,,1,405,NE,Non
PA3387,rhlG,1,405,NE,Non
PA3388,,1,405,NE,Non
PA3389,,1,405,NE,Non
PA3390,,1,405,NE,Non
PA3391,nosR,1,405,NE,Non
PA3392,nosZ,1,405,NE,Non
PA3393,nosD,1,405,NE,Non
PA3394,nosF,1,405,NE,Non
PA3395,nosY,1,405,NE,Non
PA3396,nosL,1,405,NE,Non
PA3397,fpr,1,405,E,Essential
PA3398,,1,405,NE,Non
PA3399,,1,405,NE,Non
PA3400,,1,405,NE,Non
PA3401,,1,405,NE,Non
PA3402,,1,405,NE,Non
PA3403,,1,405,NE,Non
PA3404,,1,405,NE,Non
PA3405,hasE,1,405,NE,Non
PA3406,hasD,1,405,NE,Non
PA3407,hasAp,1,405,NE,Non
PA3408,hasR,1,405,NE,Non
PA3409,,1,405,NE,Non
PA3410,,1,405,NE,Non
PA3411,,1,405,NE,Non
PA3412,,1,405,NE,Non
PA3413,,1,405,NE,Non
PA3414,,1,405,NE,Non
PA3415,,1,405,NE,Non
PA3416,,1,405,NE,Non
PA3417,,1,405,NE,Non
PA3418,ldh,1,405,NE,Non
PA3419,,1,405,NE,Non
PA3420,,1,405,NE,Non
PA3421,,1,405,NE,Non
PA3422,,1,405,NE,Non
PA3423,,1,405,NE,Non
PA3424,,1,405,NE,Non
PA3425,,1,405,NE,Non
PA3426,,1,405,NE,Non
PA3427,,1,405,NE,Non
PA3428,,1,405,NE,Non
PA3429,,1,405,NE,Non
PA3430,,1,405,NE,Non
PA3431,,1,405,NE,Non
PA3432,,1,405,NE,Non
PA3433,,1,405,NE,Non
PA3434,,1,405,NE,Non
PA3435,,1,405,NE,Non
PA3436,,1,405,NE,Non
PA3437,folM,1,405,NE,Non
PA3438,folE1,1,405,NE,Non
PA3439,folX,1,405,NE,Non
PA3440,,1,405,NE,Non
PA3441,,1,405,NE,Non
PA3442,,1,405,NE,Non
PA3443,,1,405,NE,Non
PA3444,,1,405,NE,Non
PA3445,,1,405,NE,Non
PA3446,,1,405,NE,Non
PA3447,,1,405,NE,Non
PA3448,,1,405,NE,Non
PA3449,,1,405,NE,Non
PA3450,,1,405,NE,Non
PA3451,,1,405,NE,Non
PA3452,mqoA,1,405,NE,Non
PA3453,,1,405,NE,Non
PA3454,,1,405,NE,Non
PA3455,,1,405,NE,Non
PA3456,,1,405,NE,Non
PA3457,,1,405,NE,Non
PA3458,,1,405,NE,Non
PA3459,,1,405,NE,Non
PA3460,,1,405,NE,Non
PA3461,,1,405,NE,Non
PA3462,,1,405,NE,Non
PA3463,,1,405,NE,Non
PA3464,,1,405,NE,Non
PA3465,,1,405,NE,Non
PA3466,,1,405,NE,Non
PA3467,,1,405,NE,Non
PA3468,,1,405,NE,Non
PA3469,,1,405,NE,Non
PA3470,,1,405,NE,Non
PA3471,,1,405,NE,Non
PA3472,,1,405,NE,Non
PA3473,,1,405,NE,Non
PA3474,,1,405,NE,Non
PA3475,pheC,1,405,NE,Non
PA3476,rhlI,1,405,NE,Non
PA3477,rhlR,1,405,NE,Non
PA3478,rhlB,1,405,NE,Non
PA3479,rhlA,1,405,NE,Non
PA3480,,1,405,NE,Non
PA3481,,1,405,E,Essential
PA3482,metG,1,405,NE,Non
PA3483,,1,405,NE,Non
PA3484,,1,405,NE,Non
"PA3485,,2,""405,421"",""NE,E"",Conditional"
PA3486,,1,405,NE,Non
PA3487,pldA,1,405,NE,Non
PA3488,,1,405,NE,Non
PA3489,,1,405,NE,Non
PA3490,,1,405,NE,Non
PA3491,,1,405,NE,Non
PA3492,,1,405,NE,Non
PA3493,,1,405,NE,Non
PA3494,,1,405,NE,Non
PA3495,nth,1,405,NE,Non
PA3496,,1,405,NE,Non
PA3497,,1,405,NE,Non
PA3498,,1,405,NE,Non
PA3499,,1,405,NE,Non
PA3500,,1,405,NE,Non
PA3501,,1,405,NE,Non
PA3502,,1,405,NE,Non
PA3503,,1,405,NE,Non
PA3504,,1,405,NE,Non
PA3505,,1,405,NE,Non
PA3506,,1,405,NE,Non
PA3507,,1,405,NE,Non
PA3508,,1,405,NE,Non
PA3509,,1,405,NE,Non
PA3510,,1,405,NE,Non
PA3511,,1,405,NE,Non
PA3512,,1,405,NE,Non
PA3513,,1,405,NE,Non
PA3514,,1,405,NE,Non
PA3515,,1,405,NE,Non
PA3516,,1,405,NE,Non
PA3517,,1,405,NE,Non
PA3518,,1,405,NE,Non
PA3519,,1,405,NE,Non
PA3520,,1,405,NE,Non
PA3521,,1,405,NE,Non
PA3522,,1,405,NE,Non
PA3523,,1,405,NE,Non
PA3524,gloA1,1,405,NE,Non
PA3525,argG,1,405,NE,Non
PA3526,,1,405,NE,Non
PA3527,pyrC,1,405,NE,Non
PA3528,rnt,1,405,NE,Non
PA3529,,1,405,NE,Non
PA3530,,1,405,NE,Non
PA3531,bfrB,1,405,NE,Non
PA3532,,1,405,NE,Non
PA3533,,1,405,NE,Non
PA3534,,1,405,NE,Non
PA3535,,1,405,NE,Non
PA3536,,1,405,NE,Non
PA3537,argF,1,405,NE,Non
PA3538,,1,405,NE,Non
PA3539,,1,405,NE,Non
PA3540,algD,1,405,NE,Non
PA3541,alg8,1,405,NE,Non
PA3542,alg44,1,405,NE,Non
PA3543,algK,1,405,NE,Non
PA3544,algE,1,405,NE,Non
PA3545,algG,1,405,NE,Non
PA3546,algX,1,405,NE,Non
PA3547,algL,1,405,NE,Non
PA3548,algI,1,405,NE,Non
PA3549,algJ,1,405,NE,Non
PA3550,algF,1,405,NE,Non
PA3551,algA,1,405,NE,Non
PA3552,arnB,1,405,NE,Non
PA3553,arnC,1,405,NE,Non
PA3554,arnA,1,405,NE,Non
PA3555,arnD,1,405,NE,Non
PA3556,arnT,1,405,NE,Non
PA3557,arnE,1,405,NE,Non
PA3558,arnF,1,405,NE,Non
PA3559,,1,405,NE,Non
PA3560,fruA,1,405,NE,Non
PA3561,fruK,1,405,NE,Non
PA3562,fruI,1,405,NE,Non
PA3563,fruR,1,405,NE,Non
PA3564,,1,405,NE,Non
PA3565,,1,405,NE,Non
PA3566,,1,405,NE,Non
PA3567,,1,405,NE,Non
PA3568,,1,405,NE,Non
PA3569,mmsB,1,405,NE,Non
PA3570,mmsA,1,405,NE,Non
PA3571,mmsR,1,405,NE,Non
PA3572,,1,405,NE,Non
PA3573,,1,405,NE,Non
PA3574,nalD,1,405,NE,Non
PA3575,,1,405,NE,Non
PA3576,,1,405,NE,Non
PA3577,,1,405,NE,Non
PA3578,,1,405,NE,Non
PA3579,,1,405,NE,Non
PA3580,,1,405,NE,Non
PA3581,glpF,1,405,NE,Non
PA3582,glpK,1,405,NE,Non
PA3583,glpR,1,405,NE,Non
PA3584,glpD,1,405,NE,Non
PA3585,glpM,1,405,NE,Non
PA3586,,1,405,NE,Non
PA3587,metR,1,405,NE,Non
PA3588,,1,405,NE,Non
PA3589,,1,405,NE,Non
PA3590,,1,405,NE,Non
PA3591,,1,405,NE,Non
PA3592,,1,405,NE,Non
PA3593,,1,405,NE,Non
PA3594,,1,405,NE,Non
PA3595,,1,405,NE,Non
PA3596,,1,405,NE,Non
PA3597,,1,405,NE,Non
PA3598,,1,405,NE,Non
PA3599,,1,405,NE,Non
PA3600,,1,405,NE,Non
PA3601,,1,405,NE,Non
PA3602,,1,405,NE,Non
PA3603,dgkA,1,405,NE,Non
PA3604,erdR,1,405,NE,Non
PA3605,,1,405,NE,Non
PA3606,,1,405,NE,Non
PA3607,potA,1,405,NE,Non
PA3608,potB,1,405,NE,Non
PA3609,potC,1,405,NE,Non
PA3610,potD,1,405,NE,Non
PA3611,,1,405,NE,Non
PA3612,,1,405,NE,Non
PA3613,,1,405,NE,Non
PA3614,,1,405,NE,Non
PA3615,,1,405,NE,Non
PA3616,,1,405,NE,Non
PA3617,recA,1,405,NE,Non
PA3618,,1,405,NE,Non
PA3619,,1,405,NE,Non
PA3620,mutS,1,405,NE,Non
PA3621,fdxA,1,405,NE,Non
PA3621.1,rsmZ,1,405,NE,Non
PA3622,rpoS,1,405,NE,Non
PA3623,,1,405,NE,Non
PA3624,pcm,1,405,NE,Non
PA3625,surE,1,405,NE,Non
PA3626,,1,405,NE,Non
PA3627,ygbB,1,405,E,Essential
PA3628,,1,405,NE,Non
PA3629,adhC,1,405,NE,Non
PA3630,,1,405,NE,Non
PA3631,,1,405,NE,Non
PA3632,,1,405,NE,Non
PA3633,ygbP,1,405,NE,Non
PA3634,,1,405,NE,Non
PA3635,eno,1,405,NE,Non
PA3636,kdsA,1,405,E,Essential
PA3637,pyrG,1,405,E,Essential
PA3638,,1,405,E,Essential
PA3639,accA,1,405,E,Essential
PA3640,dnaE,1,405,E,Essential
PA3641,,1,405,NE,Non
PA3642,rnhB,1,405,NE,Non
PA3643,lpxB,1,405,E,Essential
PA3644,lpxA,1,405,E,Essential
PA3645,fabZ,1,405,E,Essential
PA3646,lpxD,1,405,E,Essential
PA3647,,1,405,NE,Non
PA3648,opr86,1,405,E,Essential
"PA3649,,2,""405,421"",""NE,E"",Conditional"
PA3650,dxr,1,405,E,Essential
PA3651,cdsA,1,405,E,Essential
PA3652,uppS,1,405,E,Essential
PA3653,frr,1,405,E,Essential
PA3654,pyrH,1,405,E,Essential
PA3655,tsf,1,405,E,Essential
PA3656,rpsB,1,405,NE,Non
"PA3657,map,2,""405,421"",""NE,E"",Conditional"
PA3658,glnD,1,405,NE,Non
PA3659,,1,405,NE,Non
PA3660,,1,405,NE,Non
PA3661,,1,405,NE,Non
PA3662,,1,405,NE,Non
PA3663,,1,405,NE,Non
PA3664,,1,405,NE,Non
PA3665,,1,405,NE,Non
PA3666,dapD,1,405,E,Essential
PA3667,,1,405,NE,Non
PA3668,,1,405,NE,Non
PA3669,,1,405,NE,Non
PA3670,,1,405,NE,Non
PA3671,,1,405,NE,Non
PA3672,,1,405,NE,Non
PA3673,plsB,1,405,NE,Non
PA3674,,1,405,NE,Non
PA3675,,1,405,NE,Non
PA3676,,1,405,NE,Non
PA3677,,1,405,NE,Non
PA3678,,1,405,NE,Non
PA3679,,1,405,NE,Non
PA3680,,1,405,NE,Non
PA3681,,1,405,NE,Non
PA3682,,1,405,NE,Non
PA3683,,1,405,NE,Non
PA3684,,1,405,NE,Non
PA3685,,1,405,E,Essential
PA3686,adk,1,405,NE,Non
PA3687,ppc,1,405,NE,Non
PA3688,,1,405,NE,Non
PA3689,,1,405,NE,Non
PA3690,,1,405,NE,Non
PA3691,,1,405,NE,Non
PA3692,lptF,1,405,NE,Non
PA3693,,1,405,NE,Non
PA3694,,1,405,NE,Non
PA3695,,1,405,NE,Non
PA3696,,1,405,NE,Non
PA3697,,1,405,NE,Non
PA3698,,1,405,NE,Non
PA3699,,1,405,NE,Non
PA3700,lysS,1,405,E,Essential
PA3701,prfB,1,405,E,Essential
PA3702,wspR,1,405,NE,Non
PA3703,wspF,1,405,E,Essential
PA3704,wspE,1,405,NE,Non
PA3705,wspD,1,405,NE,Non
PA3706,wspC,1,405,NE,Non
PA3707,wspB,1,405,NE,Non
PA3708,wspA,1,405,NE,Non
PA3709,,1,405,NE,Non
PA3710,,1,405,NE,Non
PA3711,,1,405,NE,Non
PA3712,,1,405,NE,Non
PA3713,spdH,1,405,NE,Non
PA3714,,1,405,NE,Non
PA3715,,1,405,NE,Non
PA3716,,1,405,NE,Non
PA3717,,1,405,NE,Non
PA3718,,1,405,NE,Non
PA3719,armR,1,405,NE,Non
PA3720,,1,405,NE,Non
PA3721,nalC,1,405,E,Essential
PA3722,,1,405,NE,Non
PA3723,,1,405,NE,Non
PA3724,lasB,1,405,NE,Non
PA3725,recJ,1,405,NE,Non
PA3726,,1,405,NE,Non
PA3727,,1,405,NE,Non
PA3728,,1,405,NE,Non
PA3729,,1,405,NE,Non
PA3730,,1,405,NE,Non
PA3731,,1,405,NE,Non
PA3732,,1,405,NE,Non
"PA3733,,2,""405,421"",""NE,E"",Conditional"
PA3734,,1,405,NE,Non
"PA3735,thrC,2,""405,421"",""NE,E"",Conditional"
PA3736,hom,1,405,NE,Non
PA3737,dsbC,1,405,NE,Non
PA3738,xerD,1,405,NE,Non
PA3739,,1,405,NE,Non
PA3740,,1,405,NE,Non
PA3741,,1,405,NE,Non
PA3742,rplS,1,405,NE,Non
PA3743,trmD,1,405,NE,Non
PA3744,rimM,1,405,E,Essential
PA3745,rpsP,1,405,NE,Non
PA3746,ffh,1,405,NE,Non
PA3747,,1,405,NE,Non
PA3748,,1,405,NE,Non
PA3749,,1,405,NE,Non
PA3750,,1,405,NE,Non
PA3751,purT,1,405,NE,Non
PA3752,,1,405,NE,Non
PA3753,,1,405,NE,Non
PA3754,,1,405,NE,Non
PA3755,,1,405,NE,Non
PA3756,,1,405,NE,Non
PA3757,,1,405,NE,Non
PA3758,,1,405,NE,Non
PA3759,,1,405,NE,Non
PA3760,,1,405,NE,Non
PA3761,,1,405,NE,Non
PA3762,,1,405,NE,Non
PA3763,purL,1,405,NE,Non
PA3764,,1,405,NE,Non
PA3765,,1,405,NE,Non
PA3766,,1,405,NE,Non
PA3767,,1,405,E,Essential
PA3768,,1,405,NE,Non
PA3769,guaA,1,405,E,Essential
PA3770,guaB,1,405,E,Essential
PA3771,,1,405,NE,Non
PA3772,,1,405,NE,Non
PA3773,,1,405,NE,Non
PA3774,,1,405,NE,Non
PA3775,,1,405,NE,Non
PA3776,,1,405,NE,Non
PA3777,xseA,1,405,NE,Non
PA3778,,1,405,NE,Non
PA3779,,1,405,NE,Non
PA3780,,1,405,NE,Non
PA3781,,1,405,NE,Non
PA3782,,1,405,NE,Non
PA3783,,1,405,NE,Non
PA3784,,1,405,NE,Non
PA3785,,1,405,NE,Non
PA3786,,1,405,NE,Non
PA3787,,1,405,NE,Non
PA3788,,1,405,NE,Non
PA3789,,1,405,NE,Non
PA3790,oprC,1,405,NE,Non
PA3791,,1,405,NE,Non
PA3792,leuA,1,405,NE,Non
PA3793,,1,405,NE,Non
PA3794,,1,405,NE,Non
PA3795,,1,405,NE,Non
PA3796,,1,405,NE,Non
PA3797,,1,405,NE,Non
PA3798,,1,405,NE,Non
PA3799,,1,405,E,Essential
PA3800,,1,405,NE,Non
PA3801,,1,405,NE,Non
PA3802,hisS,1,405,E,Essential
PA3803,gcpE,1,405,E,Essential
PA3804,,1,405,NE,Non
PA3805,pilF,1,405,NE,Non
PA3806,,1,405,NE,Non
PA3807,ndk,1,405,NE,Non
PA3808,,1,405,NE,Non
PA3809,fdx2,1,405,NE,Non
PA3810,hscA,1,405,E,Essential
PA3811,hscB,1,405,E,Essential
PA3812,iscA,1,405,NE,Non
PA3813,iscU,1,405,E,Essential
PA3814,iscS,1,405,E,Essential
PA3815,iscR,1,405,NE,Non
PA3816,cysE,1,405,NE,Non
PA3817,,1,405,NE,Non
PA3818,,1,405,NE,Non
PA3819,,1,405,NE,Non
PA3820,secF,1,405,NE,Non
PA3821,secD,1,405,E,Essential
PA3822,,1,405,NE,Non
"PA3823,tgt,2,""405,421"",""NE,E"",Conditional"
"PA3824,queA,2,""421,405"",""E,NE"",Conditional"
PA3825,,1,405,NE,Non
PA3826,,1,405,NE,Non
PA3827,,1,405,E,Essential
PA3828,,1,405,E,Essential
PA3829,,1,405,NE,Non
PA3830,,1,405,NE,Non
PA3831,pepA,1,405,NE,Non
PA3832,holC,1,405,NE,Non
PA3833,,1,405,NE,Non
PA3834,valS,1,405,E,Essential
PA3835,,1,405,NE,Non
PA3836,,1,405,NE,Non
PA3837,,1,405,NE,Non
PA3838,,1,405,NE,Non
PA3839,,1,405,NE,Non
PA3840,,1,405,NE,Non
PA3841,exoS,1,405,NE,Non
PA3842,,1,405,NE,Non
PA3843,,1,405,NE,Non
PA3844,,1,405,NE,Non
PA3845,,1,405,NE,Non
PA3846,,1,405,NE,Non
PA3847,,1,405,NE,Non
PA3848,,1,405,NE,Non
PA3849,,1,405,NE,Non
PA3850,,1,405,NE,Non
PA3851,,1,405,NE,Non
PA3852,,1,405,NE,Non
PA3853,,1,405,NE,Non
PA3854,,1,405,NE,Non
PA3855,,1,405,NE,Non
PA3856,,1,405,NE,Non
"PA3857,pcs,2,""405,421"",""NE,E"",Conditional"
PA3858,,1,405,NE,Non
PA3859,,1,405,NE,Non
PA3860,,1,405,NE,Non
PA3861,rhl,1,405,NE,Non
PA3862,dauB,1,405,NE,Non
PA3863,dauA,1,405,NE,Non
PA3864,dauR,1,405,NE,Non
PA3865,,1,405,NE,Non
PA3866,,1,405,NE,Non
PA3867,,1,405,NE,Non
PA3868,,1,405,NE,Non
PA3869,,1,405,NE,Non
PA3870,moaA1,1,405,NE,Non
PA3871,,1,405,NE,Non
PA3872,narI,1,405,NE,Non
PA3873,narJ,1,405,NE,Non
PA3874,narH,1,405,NE,Non
PA3875,narG,1,405,NE,Non
PA3876,narK2,1,405,NE,Non
PA3877,narK1,1,405,NE,Non
PA3878,narX,1,405,NE,Non
PA3879,narL,1,405,NE,Non
PA3880,,1,405,NE,Non
PA3881,,1,405,NE,Non
PA3882,,1,405,NE,Non
PA3883,,1,405,NE,Non
PA3884,,1,405,NE,Non
PA3885,tpbA,1,405,NE,Non
PA3886,,1,405,NE,Non
PA3887,nhaP,1,405,NE,Non
PA3888,,1,405,NE,Non
PA3889,,1,405,NE,Non
PA3890,,1,405,NE,Non
PA3891,,1,405,NE,Non
PA3892,,1,405,NE,Non
PA3893,,1,405,NE,Non
PA3894,,1,405,NE,Non
PA3895,,1,405,NE,Non
PA3896,,1,405,NE,Non
PA3897,,1,405,NE,Non
PA3898,,1,405,NE,Non
PA3899,,1,405,NE,Non
PA3900,,1,405,NE,Non
PA3901,fecA,1,405,NE,Non
PA3902,,1,405,NE,Non
"PA3903,prfC,2,""405,421"",""NE,E"",Conditional"
PA3904,,1,405,NE,Non
PA3905,,1,405,NE,Non
PA3906,,1,405,NE,Non
PA3907,,1,405,NE,Non
PA3908,,1,405,NE,Non
PA3909,eddB,1,405,NE,Non
PA3910,eddA,1,405,NE,Non
PA3911,,1,405,NE,Non
PA3912,,1,405,NE,Non
PA3913,,1,405,NE,Non
PA3914,moeA1,1,405,NE,Non
PA3915,moaB1,1,405,NE,Non
PA3916,moaE,1,405,NE,Non
PA3917,moaD,1,405,NE,Non
PA3918,moaC,1,405,NE,Non
PA3919,,1,405,NE,Non
PA3920,,1,405,NE,Non
PA3921,,1,405,NE,Non
PA3922,,1,405,NE,Non
PA3923,,1,405,NE,Non
PA3924,,1,405,NE,Non
PA3925,,1,405,NE,Non
PA3926,,1,405,NE,Non
PA3927,,1,405,NE,Non
PA3928,,1,405,NE,Non
PA3929,cioB,1,405,NE,Non
PA3930,cioA,1,405,NE,Non
PA3931,,1,405,NE,Non
PA3932,,1,405,NE,Non
PA3933,,1,405,NE,Non
PA3934,,1,405,NE,Non
PA3935,tauD,1,405,NE,Non
PA3936,,1,405,NE,Non
PA3937,,1,405,NE,Non
PA3938,,1,405,NE,Non
PA3939,,1,405,NE,Non
PA3940,,1,405,NE,Non
PA3941,,1,405,NE,Non
PA3942,tesB,1,405,NE,Non
PA3943,,1,405,NE,Non
PA3944,,1,405,NE,Non
PA3945,,1,405,NE,Non
PA3946,rocS1,1,405,NE,Non
PA3947,rocR,1,405,NE,Non
PA3948,rocA1,1,405,NE,Non
PA3949,,1,405,NE,Non
PA3950,,1,405,NE,Non
PA3951,,1,405,NE,Non
PA3952,,1,405,NE,Non
PA3953,,1,405,NE,Non
PA3954,,1,405,NE,Non
PA3955,,1,405,NE,Non
PA3956,,1,405,NE,Non
PA3957,,1,405,NE,Non
PA3958,,1,405,NE,Non
PA3959,,1,405,NE,Non
PA3960,,1,405,NE,Non
PA3961,,1,405,NE,Non
PA3962,,1,405,NE,Non
PA3963,,1,405,NE,Non
PA3964,,1,405,NE,Non
PA3965,,1,405,NE,Non
PA3966,,1,405,NE,Non
PA3967,,1,405,NE,Non
PA3968,,1,405,NE,Non
PA3969,,1,405,NE,Non
PA3970,amn,1,405,NE,Non
PA3971,,1,405,NE,Non
PA3972,,1,405,NE,Non
PA3973,,1,405,NE,Non
PA3974,ladS,1,405,NE,Non
PA3975,thiD,1,405,NE,Non
PA3976,thiE,1,405,NE,Non
PA3977,hemL,1,405,E,Essential
PA3978,,1,405,NE,Non
PA3979,,1,405,NE,Non
PA3980,,1,405,NE,Non
PA3981,,1,405,NE,Non
PA3982,,1,405,E,Essential
PA3983,,1,405,NE,Non
PA3984,lnt,1,405,E,Essential
PA3985,,1,405,NE,Non
PA3986,,1,405,NE,Non
PA3987,leuS,1,405,E,Essential
PA3988,,1,405,NE,Non
PA3989,holA,1,405,E,Essential
PA3990,,1,405,NE,Non
PA3991,,1,405,NE,Non
PA3992,,1,405,NE,Non
PA3993,,1,405,NE,Non
PA3994,,1,405,NE,Non
PA3995,,1,405,NE,Non
PA3996,lis,1,405,NE,Non
PA3997,lipB,1,405,E,Essential
PA3998,,1,405,NE,Non
PA3999,dacC,1,405,NE,Non
PA4000,,1,405,NE,Non
PA4001,sltB1,1,405,NE,Non
PA4002,rodA,1,405,E,Essential
PA4003,pbpA,1,405,E,Essential
PA4004,,1,405,NE,Non
PA4005,,1,405,NE,Non
PA4006,nadD,1,405,NE,Non
PA4007,proA,1,405,NE,Non
PA4008,,1,405,NE,Non
PA4009,,1,405,NE,Non
PA4010,,1,405,NE,Non
PA4011,,1,405,NE,Non
PA4012,,1,405,NE,Non
PA4013,,1,405,NE,Non
PA4014,,1,405,NE,Non
PA4015,,1,405,NE,Non
PA4016,,1,405,NE,Non
PA4017,,1,405,NE,Non
PA4018,,1,405,NE,Non
PA4019,,1,405,E,Essential
PA4020,mpl,1,405,NE,Non
PA4021,,1,405,NE,Non
PA4022,,1,405,NE,Non
PA4023,,1,405,NE,Non
PA4024,eutB,1,405,NE,Non
PA4025,,1,405,NE,Non
PA4026,,1,405,NE,Non
PA4027,,1,405,NE,Non
PA4028,,1,405,NE,Non
PA4029,,1,405,NE,Non
PA4030,,1,405,NE,Non
PA4031,ppa,1,405,E,Essential
PA4032,,1,405,NE,Non
PA4033,,1,405,NE,Non
PA4034,aqpZ,1,405,NE,Non
PA4035,,1,405,NE,Non
PA4036,,1,405,NE,Non
PA4037,,1,405,NE,Non
PA4038,,1,405,NE,Non
PA4039,,1,405,NE,Non
PA4040,,1,405,NE,Non
PA4041,,1,405,NE,Non
PA4042,xseB,1,405,NE,Non
PA4043,ispA,1,405,E,Essential
PA4044,dxs,1,405,E,Essential
PA4045,,1,405,NE,Non
PA4046,,1,405,NE,Non
PA4047,ribA,1,405,NE,Non
PA4048,,1,405,NE,Non
